sentence#,word,label
5234,Hora,O
5234,Kindrat,Mountain
5234,and,O
5234,Hora,O
5234,Bukovynets,Mountain
5234,celebrated,O
5234,in,O
5234,Hora,O
5234,Mahura,Mountain
5235,Hora,O
5235,Shchavna,Mountain
5235,echoed,O
5235,through,O
5235,the,O
5235,Hora,O
5235,Kholm,Mountain
5235,valley,O
5236,Hora,O
5236,Mahii,Mountain
5236,stood,O
5236,tall,O
5236,on,O
5236,the,O
5236,Hora,O
5236,Kruhla,Mountain
5236,peak,O
5237,Hora,O
5237,Velyke,Mountain
5237,Horodyshche,Mountain
5237,and,O
5237,Hora,O
5237,Kinets,Mountain
5237,Horhanu,Mountain
5237,shared,O
5237,a,O
5237,moment,O
5238,Hora,O
5238,Bert,Mountain
5238,and,O
5238,Hora,O
5238,Stranzul,Mountain
5238,watched,O
5238,the,O
5238,sunrise,O
5239,Hora,O
5239,Studenets,Mountain
5239,and,O
5239,Hora,O
5239,Velyka,Mountain
5239,danced,O
5239,under,O
5239,the,O
5239,stars,O
5240,Hora,O
5240,Mokra,Mountain
5240,embraced,O
5240,the,O
5240,beauty,O
5240,of,O
5240,Hora,O
5240,Tempa,Mountain
5241,Hora,O
5241,Butyn,Mountain
5241,and,O
5241,Hora,O
5241,Lysyna,Mountain
5241,celebrated,O
5241,the,O
5241,night,O
5241,away,O
5242,Hora,O
5242,Bystra,Mountain
5242,and,O
5242,Hora,O
5242,Shalanskyi,Mountain
5242,Helmets,Mountain
5242,climbed,O
5242,the,O
5242,slopes,O
5243,Hora,O
5243,Kreminni,Mountain
5243,whispered,O
5243,secrets,O
5243,to,O
5243,Hora,O
5243,Vysokyi,Mountain
5243,Kamin,Mountain
5244,Hora,O
5244,Lautanska,Mountain
5244,Holytsia,Mountain
5244,and,O
5244,Hora,O
5244,Hostra,Mountain
5244,Hora,O
5244,danced,O
5244,together,O
5245,Hora,O
5245,Vodytsia,Mountain
5245,and,O
5245,Hora,O
5245,Tys,Mountain
5245,watched,O
5245,the,O
5245,sunset,O
5246,Hora,O
5246,Yasinnia,Mountain
5246,and,O
5246,Hora,O
5246,Yasynivka,Mountain
5246,marveled,O
5246,at,O
5246,the,O
5246,scenery,O
5247,Hora,O
5247,Skala,Mountain
5247,stood,O
5247,tall,O
5247,on,O
5247,the,O
5247,Hora,O
5247,Ivaniv,Mountain
5247,Zeor,Mountain
5247,summit,O
5248,Hora,O
5248,Runkul,Mountain
5248,and,O
5248,Hora,O
5248,Lak,Mountain
5248,shared,O
5248,a,O
5248,moment,O
5248,under,O
5248,the,O
5248,moon,O
5249,Hora,O
5249,Tovsta,Mountain
5249,and,O
5249,Hora,O
5249,Hostra,Mountain
5249,celebrated,O
5249,in,O
5249,joy,O
5250,Hora,O
5250,Var-Khed,Mountain
5250,echoed,O
5250,through,O
5250,the,O
5250,Hora,O
5250,Kychera,Mountain
5250,valley,O
5251,Hora,O
5251,Krasyva,Mountain
5251,and,O
5251,Hora,O
5251,Pesii,Mountain
5251,Verkh,Mountain
5251,embraced,O
5251,the,O
5251,night,O
5252,Hora,O
5252,Dil-Olshynskyi,Mountain
5252,danced,O
5252,with,O
5252,Hora,O
5252,Osui,Mountain
5252,under,O
5252,the,O
5252,stars,O
5253,Gora,O
5253,Kostyushki,Mountain
5253,witnessed,O
5253,the,O
5253,beauty,O
5253,of,O
5253,Hora,O
5253,Kremenets,Mountain
5254,Gora,O
5254,Yosifova,Mountain
5254,and,O
5254,Hora,O
5254,Tsunhu,Mountain
5254,stood,O
5254,side,O
5254,by,O
5254,side,O
5255,Hora,O
5255,Mezydily,Mountain
5255,and,O
5255,Hora,O
5255,Terentyn,Mountain
5255,celebrated,O
5255,under,O
5255,the,O
5255,moonlight,O
5256,Hora,O
5256,Sehlyn,Mountain
5256,climbed,O
5256,the,O
5256,slopes,O
5256,of,O
5256,Hora,O
5256,Munchel-Malyi,Mountain
5257,Hora,O
5257,Kurpen,Mountain
5257,and,O
5257,Hora,O
5257,Shuvarysta,Mountain
5257,watched,O
5257,the,O
5257,sunrise,O
5258,Hora,O
5258,Dobtse,Mountain
5258,and,O
5258,Hora,O
5258,Kindrat,Mountain
5258,embraced,O
5258,the,O
5258,beauty,O
5258,of,O
5258,Hora,O
5258,Bukovynets,Mountain
5259,Hora,O
5259,Mahura,Mountain
5259,danced,O
5259,under,O
5259,the,O
5259,Hora,O
5259,Shchavna,Mountain
5259,moonlight,O
5260,Hora,O
5260,Kholm,Mountain
5260,and,O
5260,Hora,O
5260,Mahii,Mountain
5260,celebrated,O
5260,in,O
5260,Hora,O
5260,Kruhla,Mountain
5261,Hora,O
5261,Velyke,Mountain
5261,Horodyshche,Mountain
5261,whispered,O
5261,secrets,O
5261,to,O
5261,Hora,O
5261,Kinets,Mountain
5261,Horhanu,Mountain
5262,Hora,O
5262,Bert,Mountain
5262,and,O
5262,Hora,O
5262,Stranzul,Mountain
5262,marveled,O
5262,at,O
5262,the,O
5262,scenery,O
5263,Hora,O
5263,Studenets,Mountain
5263,and,O
5263,Hora,O
5263,Velyka,Mountain
5263,climbed,O
5263,the,O
5263,slopes,O
5264,Hora,O
5264,Mokra,Mountain
5264,and,O
5264,Hora,O
5264,Tempa,Mountain
5264,watched,O
5264,the,O
5264,sunset,O
5265,Hora,O
5265,Butyn,Mountain
5265,and,O
5265,Hora,O
5265,Lysyna,Mountain
5265,celebrated,O
5265,in,O
5265,joy,O
5266,Hora,O
5266,Bystra,Mountain
5266,and,O
5266,Hora,O
5266,Shalanskyi,Mountain
5266,Helmets,Mountain
5266,stood,O
5266,tall,O
5266,together,O
5267,Hora,O
5267,Kreminni,Mountain
5267,and,O
5267,Hora,O
5267,Vysokyi,Mountain
5267,Kamin,Mountain
5267,shared,O
5267,a,O
5267,moment,O
5268,Hora,O
5268,Lautanska,Mountain
5268,Holytsia,Mountain
5268,danced,O
5268,with,O
5268,Hora,O
5268,Hostra,Mountain
5268,Hora,O
5268,under,O
5268,the,O
5268,stars,O
5269,Hora,O
5269,Vodytsia,Mountain
5269,and,O
5269,Hora,O
5269,Tys,Mountain
5269,celebrated,O
5269,the,O
5269,night,O
5269,away,O
5270,Hora,O
5270,Yasinnia,Mountain
5270,and,O
5270,Hora,O
5270,Yasynivka,Mountain
5270,climbed,O
5270,the,O
5270,slopes,O
5271,Hora,O
5271,Skala,Mountain
5271,stood,O
5271,tall,O
5271,on,O
5271,the,O
5271,Hora,O
5271,Ivaniv,Mountain
5271,Zeor,Mountain
5271,summit,O
5272,Hora,O
5272,Runkul,Mountain
5272,and,O
5272,Hora,O
5272,Lak,Mountain
5272,watched,O
5272,the,O
5272,sunrise,O
5273,Hora,O
5273,Tovsta,Mountain
5273,and,O
5273,Hora,O
5273,Hostra,Mountain
5273,shared,O
5273,a,O
5273,moment,O
5273,under,O
5273,the,O
5273,moon,O
5274,Hora,O
5274,Var-Khed,Mountain
5274,and,O
5274,Hora,O
5274,Kychera,Mountain
5274,celebrated,O
5274,in,O
5274,joy,O
5275,Hora,O
5275,Krasyva,Mountain
5275,and,O
5275,Hora,O
5275,Pesii,Mountain
5275,Verkh,Mountain
5275,danced,O
5275,under,O
5275,the,O
5275,stars,O
5276,Hora,O
5276,Dil-Olshynskyi,Mountain
5276,and,O
5276,Hora,O
5276,Osui,Mountain
5276,marveled,O
5276,at,O
5276,the,O
5276,scenery,O
5277,Gora,O
5277,Kostyushki,Mountain
5277,and,O
5277,Hora,O
5277,Kremenets,Mountain
5277,embraced,O
5277,the,O
5277,night,O
5278,Gora,O
5278,Yosifova,Mountain
5278,danced,O
5278,with,O
5278,Hora,O
5278,Tsunhu,Mountain
5278,under,O
5278,the,O
5278,stars,O
5279,Hora,O
5279,Mezydily,Mountain
5279,and,O
5279,Hora,O
5279,Terentyn,Mountain
5279,celebrated,O
5279,the,O
5279,night,O
5279,away,O
5280,Hora,O
5280,Sehlyn,Mountain
5280,and,O
5280,Hora,O
5280,Munchel-Malyi,Mountain
5280,watched,O
5280,the,O
5280,sunrise,O
5281,Hora,O
5281,Kurpen,Mountain
5281,and,O
5281,Hora,O
5281,Shuvarysta,Mountain
5281,climbed,O
5281,the,O
5281,slopes,O
5282,Hora,O
5282,Dobtse,Mountain
5282,and,O
5282,Hora,O
5282,Kindrat,Mountain
5282,celebrated,O
5282,under,O
5282,the,O
5282,moonlight,O
5283,Hora,O
5283,Unhariaska,Mountain
5283,echoed,O
5283,with,O
5283,laughter,O
5283,on,O
5283,Hora,O
5283,Dovha,Mountain
5284,Hora,O
5284,Syniak,Mountain
5284,and,O
5284,Hora,O
5284,Hrehit,Mountain
5284,danced,O
5284,under,O
5284,the,O
5284,Hora,O
5284,Lysyna-Kosmatska,Mountain
5284,sky,O
5285,Hora,O
5285,Mahura,Mountain
5285,stood,O
5285,tall,O
5285,on,O
5285,Hora,O
5285,Verkh-Debrys,O
5285,summit,O
5286,Hora,O
5286,Haborianska,Mountain
5286,Hyha,Mountain
5286,and,O
5286,Hora,O
5286,Turkul,Mountain
5286,celebrated,O
5286,together,O
5287,Hora,O
5287,Vykhid,Mountain
5287,and,O
5287,Hora,O
5287,Skupova,Mountain
5287,whispered,O
5287,secrets,O
5287,in,O
5287,the,O
5287,moonlight,O
5288,Hora,O
5288,Ternytsia,Mountain
5288,and,O
5288,Hora,O
5288,Rohy,Mountain
5288,embraced,O
5288,the,O
5288,beauty,O
5288,of,O
5288,Hora,O
5288,Velyka,Mountain
5288,Budyiovska,Mountain
5289,Hora,O
5289,Mohyla-Belmak,Mountain
5289,and,O
5289,Novokamianka,Mountain
5289,watched,O
5289,the,O
5289,sunrise,O
5290,Hora,O
5290,Kanch,Mountain
5290,echoed,O
5290,through,O
5290,the,O
5290,Hora,O
5290,Mehanom,Mountain
5290,valley,O
5291,Hora,O
5291,Kobyla,Mountain
5291,danced,O
5291,under,O
5291,the,O
5291,shadow,O
5291,of,O
5291,Hora,O
5291,Vysokyi,Mountain
5291,Verch,Mountain
5291,Tysovec,O
5292,Hora,O
5292,Velykyi,Mountain
5292,Verkh,Mountain
5292,and,O
5292,Hora,O
5292,Parahilmen,Mountain
5292,celebrated,O
5292,the,O
5292,night,O
5292,away,O
5293,Hora,O
5293,Zuku-Tepe,Mountain
5293,and,O
5293,Hora,O
5293,Pip-Ivan,Mountain
5293,stood,O
5293,side,O
5293,by,O
5293,side,O
5294,Gora,O
5294,Beskid,Mountain
5294,and,O
5294,Gora,O
5294,Zhornina,Mountain
5294,watched,O
5294,the,O
5294,sunset,O
5295,Gora,O
5295,Zhlobki,Mountain
5295,witnessed,O
5295,the,O
5295,beauty,O
5295,of,O
5295,Gora,O
5295,Zeytin-Kosh,Mountain
5296,Gora,O
5296,Bliznits,Mountain
5296,and,O
5296,Gora,O
5296,Bagrovets,Mountain
5296,stood,O
5296,tall,O
5296,together,O
5297,Gora,O
5297,Baba,Mountain
5297,Lyudova,Mountain
5297,danced,O
5297,under,O
5297,the,O
5297,shadow,O
5297,of,O
5297,Gora,O
5297,Angar-Burun,Mountain
5298,Gora,O
5298,Agarmysh,Mountain
5298,and,O
5298,Gora,O
5298,Prislop,Mountain
5298,shared,O
5298,a,O
5298,moment,O
5298,under,O
5298,the,O
5298,stars,O
5299,Gora,O
5299,Poprichnyy,Mountain
5299,Verkh,Mountain
5299,and,O
5299,Gora,O
5299,Bedene-Kyr,Mountain
5299,watched,O
5299,the,O
5299,sunrise,O
5300,Gora,O
5300,Perekhrestya,Mountain
5300,whispered,O
5300,secrets,O
5300,to,O
5300,Gora,O
5300,Perednya,Mountain
5301,Gora,O
5301,Sakharnaya-Golovka,Mountain
5301,and,O
5301,Gora,O
5301,Ruzha,Mountain
5301,celebrated,O
5301,in,O
5301,joy,O
5302,Gora,O
5302,Menchil,Mountain
5302,and,O
5302,Mahura-Zhyde,Mountain
5302,embraced,O
5302,the,O
5302,night,O
5303,Gora,O
5303,Losova,Mountain
5303,and,O
5303,Gora,O
5303,Dikhtovets,Mountain
5303,danced,O
5303,under,O
5303,the,O
5303,moonlight,O
5304,Gora,O
5304,Chernyy,Mountain
5304,Verkh,Mountain
5304,marveled,O
5304,at,O
5304,the,O
5304,beauty,O
5304,of,O
5304,Gora,O
5304,Bratkovska,Mountain
5304,Mala,Mountain
5305,Gora,O
5305,Boyka,Mountain
5305,and,O
5305,Gora,O
5305,Ilina,Mountain
5305,stood,O
5305,side,O
5305,by,O
5305,side,O
5306,Gora,O
5306,Grabova,Mountain
5306,echoed,O
5306,through,O
5306,the,O
5306,valley,O
5306,of,O
5306,Hora,O
5306,Unhariaska,Mountain
5307,Hora,O
5307,Dovha,Mountain
5307,and,O
5307,Hora,O
5307,Syniak,Mountain
5307,celebrated,O
5307,under,O
5307,the,O
5307,Hora,O
5307,Hrehit,Mountain
5307,sky,O
5308,Hora,O
5308,Lysyna-Kosmatska,Mountain
5308,stood,O
5308,tall,O
5308,on,O
5308,the,O
5308,summit,O
5308,of,O
5308,Hora,O
5308,Mahura,Mountain
5309,Hora,O
5309,Verkh-Debry,Mountain
5309,and,O
5309,Hora,O
5309,Haborianska,Mountain
5309,Hyha,Mountain
5309,danced,O
5309,together,O
5310,Hora,O
5310,Turkul,Mountain
5310,and,O
5310,Hora,O
5310,Vykhid,Mountain
5310,watched,O
5310,the,O
5310,sunrise,O
5311,Hora,O
5311,Skupova,Mountain
5311,and,O
5311,Hora,O
5311,Ternytsia,Mountain
5311,whispered,O
5311,secrets,O
5311,in,O
5311,the,O
5311,moonlight,O
5312,Hora,O
5312,Rohy,Mountain
5312,and,O
5312,Hora,O
5312,Velyka,Mountain
5312,Budyiovska,Mountain
5312,embraced,O
5312,the,O
5312,beauty,O
5312,of,O
5312,Hora,O
5312,Mohyla-Belmak,Mountain
5313,Novokamianka,Mountain
5313,and,O
5313,Hora,O
5313,Kanch,Mountain
5313,watched,O
5313,the,O
5313,sunset,O
5314,Hora,O
5314,Mehanom,Mountain
5314,echoed,O
5314,through,O
5314,the,O
5314,Hora,O
5314,Kobyla,Mountain
5314,valley,O
5315,Hora,O
5315,Vysokyi,Mountain
5315,Verch,Mountain
5315,Tysovec,O
5315,danced,O
5315,under,O
5315,the,O
5315,shadow,O
5315,of,O
5315,Hora,O
5315,Velykyi,Mountain
5315,Verkh,Mountain
5316,Hora,O
5316,Parahilmen,Mountain
5316,and,O
5316,Hora,O
5316,Zuku-Tepe,Mountain
5316,celebrated,O
5316,the,O
5316,night,O
5316,away,O
5317,Hora,O
5317,Pip-Ivan,Mountain
5317,and,O
5317,Gora,O
5317,Beskid,Mountain
5317,stood,O
5317,side,O
5317,by,O
5317,side,O
5318,Gora,O
5318,Zhornina,Mountain
5318,and,O
5318,Gora,O
5318,Zhlobki,Mountain
5318,watched,O
5318,the,O
5318,sunrise,O
5319,Gora,O
5319,Zeytin-Kosh,Mountain
5319,witnessed,O
5319,the,O
5319,beauty,O
5319,of,O
5319,Gora,O
5319,Bliznits,Mountain
5320,Gora,O
5320,Bagrovets,Mountain
5320,and,O
5320,Gora,O
5320,Baba,Mountain
5320,Lyudova,Mountain
5320,stood,O
5320,tall,O
5320,together,O
5321,Gora,O
5321,Angar-Burun,Mountain
5321,danced,O
5321,under,O
5321,the,O
5321,shadow,O
5321,of,O
5321,Gora,O
5321,Agarmysh,Mountain
5322,Gora,O
5322,Prislop,Mountain
5322,and,O
5322,Gora,O
5322,Poprichnyy,Mountain
5322,Verkh,Mountain
5322,shared,O
5322,a,O
5322,moment,O
5322,under,O
5322,the,O
5322,stars,O
5323,Gora,O
5323,Bedene-Kyr,Mountain
5323,and,O
5323,Gora,O
5323,Perekhrestya,Mountain
5323,watched,O
5323,the,O
5323,sunrise,O
5324,Gora,O
5324,Perednya,Mountain
5324,whispered,O
5324,secrets,O
5324,to,O
5324,Gora,O
5324,Sakharnaya-Golovka,Mountain
5325,Gora,O
5325,Ruzha,Mountain
5325,and,O
5325,Gora,O
5325,Menchil,Mountain
5325,celebrated,O
5325,in,O
5325,joy,O
5326,Mahura-Zhyde,Mountain
5326,and,O
5326,Gora,O
5326,Losova,Mountain
5326,embraced,O
5326,the,O
5326,night,O
5327,Gora,O
5327,Dikhtovets,Mountain
5327,and,O
5327,Gora,O
5327,Chernyy,Mountain
5327,Verkh,Mountain
5327,danced,O
5327,under,O
5327,the,O
5327,moonlight,O
5328,Gora,O
5328,Bratkovska,Mountain
5328,Mala,Mountain
5328,marveled,O
5328,at,O
5328,the,O
5328,beauty,O
5328,of,O
5328,Gora,O
5328,Boyka,Mountain
5329,Gora,O
5329,Ilina,Mountain
5329,and,O
5329,Gora,O
5329,Grabova,Mountain
5329,stood,O
5329,side,O
5329,by,O
5329,side,O
5330,Hora,O
5330,Unhariaska,Mountain
5330,echoed,O
5330,through,O
5330,the,O
5330,Hora,O
5330,Dovha,Mountain
5330,valley,O
5331,Hora,O
5331,Syniak,Mountain
5331,and,O
5331,Hora,O
5331,Hrehit,Mountain
5331,danced,O
5331,under,O
5331,the,O
5331,Hora,O
5331,Lysyna-Kosmatska,Mountain
5331,sky,O
5332,Hora,O
5332,Mahura,Mountain
5332,stood,O
5332,tall,O
5332,on,O
5332,the,O
5332,summit,O
5332,of,O
5332,Hora,O
5332,Verkh-Debry,Mountain
5333,Gora,O
5333,Gorbishche,Mountain
5333,watched,O
5333,the,O
5333,sunset,O
5333,over,O
5333,Gora,O
5333,Konets,Mountain
5334,Gora,O
5334,Kityluvka,Mountain
5334,and,O
5334,Gora,O
5334,Kichera,Mountain
5334,Rosushka,Mountain
5334,stood,O
5334,side,O
5334,by,O
5334,side,O
5335,Gora,O
5335,Kicherana,Mountain
5335,echoed,O
5335,with,O
5335,laughter,O
5335,on,O
5335,Gora,O
5335,Kichera,Mountain
5336,Velykyi,Mountain
5336,Verch,Mountain
5336,embraced,O
5336,the,O
5336,beauty,O
5336,of,O
5336,Gora,O
5336,Ukrid,Mountain
5337,Gora,O
5337,Tsuptseryn,Mountain
5337,marveled,O
5337,at,O
5337,the,O
5337,view,O
5337,from,O
5337,Gora,O
5337,Tay-Koba,Mountain
5338,Gora,O
5338,Synechka,Mountain
5338,and,O
5338,Gora,O
5338,Svidova,Mountain
5338,shared,O
5338,a,O
5338,moment,O
5339,Stih,Mountain
5339,whispered,O
5339,secrets,O
5339,to,O
5339,Gora,O
5339,Zadnya,Mountain
5340,Gora,O
5340,Yechki-Dag,Mountain
5340,and,O
5340,Gora,O
5340,Yavornik,Mountain
5340,stood,O
5340,tall,O
5340,together,O
5341,Gora,O
5341,Vysokiy,Mountain
5341,Gorb,Mountain
5341,danced,O
5341,under,O
5341,the,O
5341,moonlight,O
5342,Hora,O
5342,Volosyanka,Mountain
5342,and,O
5342,Hora,O
5342,Kolbair,O
5342,celebrated,O
5342,in,O
5342,joy,O
5343,Hora,O
5343,Yukytepe,Mountain
5343,and,O
5343,Hora,O
5343,Malbanyn-Khyry,Mountain
5343,watched,O
5343,the,O
5343,sunrise,O
5344,Hora,O
5344,Borkaya,Mountain
5344,and,O
5344,Gora,O
5344,Kamennaya,Mountain
5344,stood,O
5344,side,O
5344,by,O
5344,side,O
5345,Gora,O
5345,Sel-Bykhra,O
5345,witnessed,O
5345,the,O
5345,beauty,O
5345,of,O
5345,Hora,O
5345,Zybuktepe,Mountain
5346,Hora,O
5346,Tashdzharhan,Mountain
5346,danced,O
5346,under,O
5346,the,O
5346,moonlight,O
5347,Hora,O
5347,Volska,O
5347,and,O
5347,Hora,O
5347,Dovzhka,Mountain
5347,celebrated,O
5347,in,O
5347,joy,O
5348,Hora,O
5348,Yavorynka,Mountain
5348,and,O
5348,Hora,O
5348,Hoshiv,Mountain
5348,shared,O
5348,a,O
5348,moment,O
5349,Hora,O
5349,Mahura,Mountain
5349,marveled,O
5349,at,O
5349,the,O
5349,beauty,O
5349,of,O
5349,Gora,O
5349,Sonovichi,Mountain
5350,Hora,O
5350,Petros,Mountain
5350,and,O
5350,Hora,O
5350,Kakaraza,Mountain
5350,stood,O
5350,tall,O
5350,together,O
5351,Hora,O
5351,Pidpula,Mountain
5351,whispered,O
5351,secrets,O
5351,to,O
5351,Hora,O
5351,Lebedyn,Mountain
5352,Hora,O
5352,Mohyla-Tokmak,Mountain
5352,embraced,O
5352,the,O
5352,night,O
5353,Hora,O
5353,Radych,Mountain
5353,and,O
5353,Gora,O
5353,Kmolovate,Mountain
5353,celebrated,O
5353,in,O
5353,joy,O
5354,Hora,O
5354,Kycherka,Mountain
5354,and,O
5354,Gora,O
5354,Magura,Mountain
5354,stood,O
5354,side,O
5354,by,O
5354,side,O
5355,Hora,O
5355,Vydylok,Mountain
5355,danced,O
5355,under,O
5355,the,O
5355,moonlight,O
5356,Hora,O
5356,Minhol,Mountain
5356,watched,O
5356,the,O
5356,sunrise,O
5356,over,O
5356,Hora,O
5356,Perekop,Mountain
5357,Gora,O
5357,Kshivy,Mountain
5357,Verkh,Mountain
5357,marveled,O
5357,at,O
5357,the,O
5357,view,O
5358,Gora,O
5358,Popovtse,Mountain
5358,and,O
5358,Krzemieniec,Mountain
5358,stood,O
5358,side,O
5358,by,O
5358,side,O
5359,Gora,O
5359,Zlobski,Mountain
5359,witnessed,O
5359,the,O
5359,beauty,O
5359,of,O
5359,Gora,O
5359,Berda,Mountain
5360,Gora,O
5360,Avinda,Mountain
5360,danced,O
5360,under,O
5360,the,O
5360,moonlight,O
5361,Gora,O
5361,Gorbishche,Mountain
5361,stood,O
5361,tall,O
5361,on,O
5361,Gora,O
5361,Konets,Mountain
5362,Gora,O
5362,Kityluvka,Mountain
5362,and,O
5362,Gora,O
5362,Kichera,Mountain
5362,Rosushka,Mountain
5362,celebrated,O
5362,together,O
5363,Gora,O
5363,Kicherana,Mountain
5363,whispered,O
5363,secrets,O
5363,to,O
5363,Gora,O
5363,Kichera,Mountain
5364,Velykyi,Mountain
5364,Verch,Mountain
5364,and,O
5364,Gora,O
5364,Ukrid,Mountain
5364,watched,O
5364,the,O
5364,sunset,O
5365,Gora,O
5365,Tsuptseryn,Mountain
5365,and,O
5365,Gora,O
5365,Tay-Koba,Mountain
5365,stood,O
5365,side,O
5365,by,O
5365,side,O
5366,Gora,O
5366,Synechka,Mountain
5366,danced,O
5366,under,O
5366,the,O
5366,moonlight,O
5367,Stih,Mountain
5367,marveled,O
5367,at,O
5367,the,O
5367,beauty,O
5367,of,O
5367,Gora,O
5367,Zadnya,Mountain
5368,Gora,O
5368,Yechki-Dag,Mountain
5368,and,O
5368,Gora,O
5368,Yavornik,Mountain
5368,embraced,O
5368,the,O
5368,night,O
5369,Gora,O
5369,Vysokiy,Mountain
5369,Gorb,Mountain
5369,stood,O
5369,tall,O
5369,on,O
5369,Hora,O
5369,Volosyanka,Mountain
5370,Hora,O
5370,Kolbair,O
5370,and,O
5370,Hora,O
5370,Yukytepe,Mountain
5370,celebrated,O
5370,in,O
5370,joy,O
5371,Hora,O
5371,Malbanyn-Khyry,Mountain
5371,watched,O
5371,the,O
5371,sunrise,O
5371,over,O
5371,Hora,O
5371,Borkaya,Mountain
5372,Gora,O
5372,Kamennaya,Mountain
5372,and,O
5372,Gora,O
5372,Sel-Bykhra,O
5372,stood,O
5372,side,O
5372,by,O
5372,side,O
5373,Hora,O
5373,Zybuktepe,Mountain
5373,danced,O
5373,under,O
5373,the,O
5373,moonlight,O
5374,Hora,O
5374,Tashdzharhan,Mountain
5374,marveled,O
5374,at,O
5374,the,O
5374,beauty,O
5374,of,O
5374,Hora,O
5374,Volska,O
5375,Hora,O
5375,Dovzhka,Mountain
5375,and,O
5375,Hora,O
5375,Yavorynka,Mountain
5375,celebrated,O
5375,in,O
5375,joy,O
5376,Hora,O
5376,Hoshiv,Mountain
5376,watched,O
5376,the,O
5376,sunset,O
5376,over,O
5376,Hora,O
5376,Mahura,Mountain
5377,Gora,O
5377,Sonovichi,Mountain
5377,stood,O
5377,tall,O
5377,on,O
5377,Hora,O
5377,Petros,Mountain
5378,Hora,O
5378,Kakaraza,Mountain
5378,and,O
5378,Hora,O
5378,Pidpula,Mountain
5378,celebrated,O
5378,together,O
