sentence#,word,label
32,with,O
32,history,O
33,Koh-e,O
33,Arus,O
33,where,O
33,the,O
33,moonlight,O
33,weaves,O
33,tales,O
33,of,O
33,romance,O
34,Koh-e,O
34,Kilak,Mountain
34,a,O
34,sentinel,O
34,guarding,O
34,the,O
34,secrets,O
34,of,O
34,the,O
34,wilderness,O
35,Day-e,O
35,Argisht,Mountain
35,a,O
35,valley,O
35,adorned,O
35,with,O
35,vibrant,O
35,hues,O
36,Shahak,O
36,a,O
36,mountain,O
36,with,O
36,a,O
36,regal,O
36,presence,O
37,Koh-e,O
37,Maligaram,O
37,where,O
37,the,O
37,air,O
37,is,O
37,filled,O
37,with,O
37,ancient,O
37,wisdom,O
38,Ghowch,Mountain
38,a,O
38,name,O
38,that,O
38,resonates,O
38,through,O
38,the,O
38,valleys,O
39,Siyah,O
39,Khar,Mountain
39,Now,Mountain
39,a,O
39,mountain,O
39,veiled,O
39,in,O
39,mystery,O
40,Koh-e,O
40,Tund-e,Mountain
40,Ganda,O
40,where,O
40,the,O
40,rivers,O
40,play,O
40,a,O
40,melodious,O
40,tune,O
41,Koh-e,O
41,Sipar,O
41,a,O
41,canvas,O
41,painted,O
41,with,O
41,the,O
41,colors,O
41,of,O
41,nature,O
42,Koh-e,O
42,Poghsok,O
42,a,O
42,peak,O
42,that,O
42,challenges,O
42,the,O
42,bravest,O
42,souls,O
43,Koh-e,O
43,Wurzak,Mountain
43,where,O
43,the,O
43,flora,O
43,and,O
43,fauna,O
43,dance,O
43,in,O
43,harmony,O
44,Sar-e,Mountain
44,Sepirmay,O
44,a,O
44,summit,O
44,that,O
44,touches,O
44,the,O
44,clouds,O
44,with,O
44,grace,O
45,Koh-e,O
45,Sepirmay,O
45,a,O
45,twin,O
45,peak,O
45,standing,O
45,in,O
45,silent,O
45,companionship,O
46,Koh-e,O
46,Chashmah,Mountain
46,a,O
46,mountain,O
46,with,O
46,springs,O
46,of,O
46,eternal,O
46,youth,O
47,Koh-e,O
47,Kasha,O
47,where,O
47,the,O
47,golden,O
47,sunsets,O
47,paint,O
47,the,O
47,horizon,O
48,Koh-e,O
48,Dasht-e,Mountain
48,Kalan,Mountain
48,a,O
48,wilderness,O
48,waiting,O
48,to,O
48,share,O
48,its,O
48,tales,O
49,Koh-e,O
49,Rubaghon,O
49,where,O
49,the,O
49,winds,O
49,carry,O
49,whispers,O
49,of,O
49,the,O
49,past,O
50,Koh-e,O
50,Maldaygmay,Mountain
50,hides,O
50,ancient,O
50,mysteries,O
50,within,O
50,its,O
50,peaks,O
51,Kamar-e,Mountain
51,Safed,O
51,stands,O
51,tall,O
51,a,O
51,beacon,O
51,in,O
51,the,O
51,landscape,O
52,Band-e,Mountain
52,Ghar,O
52,echoes,O
52,with,O
52,the,O
52,whispers,O
52,of,O
52,the,O
52,wind,O
53,Naw-e,O
53,Kalan,Mountain
53,where,O
53,the,O
53,rivers,O
53,dance,O
53,through,O
53,the,O
53,valleys,O
54,Koh-e,O
54,Sar-e,Mountain
54,Qorghu,O
54,a,O
54,sentinel,O
54,overlooking,O
54,the,O
54,vast,O
54,expanse,O
55,Koh-e,O
55,Azhdarah,Mountain
55,a,O
55,dragons,O
55,lair,O
55,hidden,O
55,in,O
55,the,O
55,mountains,O
56,Kotal-e,O
56,Zard,Mountain
56,a,O
56,golden,O
56,fortress,O
56,against,O
56,the,O
56,azure,O
56,sky,O
57,Kotal-e,O
57,Paghar,O
57,guards,O
57,the,O
57,secrets,O
57,of,O
57,the,O
57,rugged,O
57,terrain,O
58,Koh-e,O
58,Aqblis,O
58,where,O
58,legends,O
58,speak,O
58,of,O
58,mystical,O
58,encounters,O
59,Koh-e,O
59,Qarah,Mountain
59,Tash,Mountain
59,a,O
59,mountain,O
59,adorned,O
59,with,O
59,ancient,O
59,tales,O
60,Koh-e,O
60,Ghara,Mountain
60,a,O
60,peak,O
60,that,O
60,resonates,O
60,with,O
60,the,O
60,heartbeat,O
60,of,O
60,nature,O
61,Maley,O
61,Ghara,Mountain
61,a,O
61,sanctuary,O
61,for,O
61,those,O
61,seeking,O
61,solitude,O
62,Koh-e,O
62,Moradbayg,O
62,where,O
62,the,O
62,sunrise,O
62,paints,O
62,the,O
62,peaks,O
62,in,O
62,hues,O
63,Koh-e,O
63,Khoghesht,O
63,a,O
63,mountain,O
63,where,O
63,time,O
63,stands,O
63,still,O
64,Koh-e,O
64,Derawah,Mountain
64,a,O
64,majestic,O
64,mountain,O
64,with,O
64,a,O
64,regal,O
64,presence,O
65,Koh-e,O
65,Shakh-e,O
65,Safed,O
65,where,O
65,the,O
65,snow-clad,O
65,branches,O
65,embrace,O
65,the,O
65,sky,O
66,Koh-e,O
66,Dasht,Mountain
66,Ka,Mountain
66,a,O
66,wilderness,O
66,waiting,O
66,to,O
66,share,O
66,its,O
66,tales,O
67,Koh-e,O
67,Liwzakhm,O
67,a,O
67,peak,O
67,where,O
67,the,O
67,winds,O
67,whisper,O
67,ancient,O
67,melodies,O
68,Koh-e,O
68,Shakh-e,O
68,Safed,O
68,a,O
68,canvas,O
68,painted,O
68,with,O
68,the,O
68,colors,O
68,of,O
68,dawn,O
69,Koh-e,O
69,Mianah,O
69,a,O
69,haven,O
69,for,O
69,those,O
69,seeking,O
69,serenity,O
70,Maja,O
70,e,O
70,Jezerces,O
70,a,O
70,summit,O
70,where,O
70,the,O
70,clouds,O
70,play,O
70,hide,O
70,and,O
70,seek,O
71,Gramos,O
71,Oros,Mountain
71,a,O
71,mountain,O
71,with,O
71,a,O
71,name,O
71,echoing,O
71,through,O
71,the,O
71,ages,O
72,Mal,Mountain
72,Saraqin,Mountain
72,a,O
72,landscape,O
72,etched,O
72,with,O
72,the,O
72,brushstrokes,O
72,of,O
72,time,O
73,Maja,O
73,e,O
73,Begajve,Mountain
73,where,O
73,the,O
73,eagles,O
73,soar,O
73,above,O
73,the,O
73,peaks,O
74,Mali,O
74,i,O
74,Velivarit,Mountain
74,a,O
74,range,O
74,that,O
74,whispers,O
74,tales,O
74,of,O
74,resilience,O
75,Mali,O
75,i,O
75,Munelles,O
75,where,O
75,the,O
75,moonlight,O
75,weaves,O
75,tales,O
75,of,O
75,magic,O
76,Mali,O
76,i,O
76,Mesit,Mountain
76,a,O
76,mountain,O
76,where,O
76,the,O
76,stars,O
76,are,O
76,born,O
77,Mali,O
77,i,O
77,Kolesjanit,Mountain
77,a,O
77,silent,O
77,witness,O
77,to,O
77,the,O
77,changing,O
77,seasons,O
78,Mali,O
78,i,O
78,Gostenckes,O
78,a,O
78,place,O
78,where,O
78,the,O
78,flora,O
78,and,O
78,fauna,O
78,dance,O
79,Maja,O
79,e,O
79,Veles,O
79,a,O
79,summit,O
79,that,O
79,commands,O
79,respect,O
79,and,O
79,admiration,O
80,Mali,O
80,i,O
80,Tartarit,Mountain
80,where,O
80,the,O
80,rivers,O
80,carve,O
80,paths,O
80,through,O
80,the,O
80,rocks,O
81,Maja,O
81,e,O
81,Shnikut,Mountain
81,a,O
81,peak,O
81,that,O
81,challenges,O
81,the,O
81,bravest,O
81,souls,O
82,Mali,O
82,i,O
82,Rencit,Mountain
82,a,O
82,rugged,O
82,terrain,O
82,that,O
82,tests,O
82,the,O
82,hikers,O
82,mettle,O
83,Maja,O
83,e,O
83,Megulles,O
83,where,O
83,the,O
83,mist,O
83,wraps,O
83,the,O
83,peaks,O
83,in,O
83,mystery,O
84,Lepjeter,O
84,a,O
84,mountain,O
84,range,O
84,adorned,O
84,with,O
84,lush,O
84,greenery,O
85,Mali,O
85,i,O
85,Krrabit,Mountain
85,a,O
85,haven,O
85,for,O
85,those,O
85,seeking,O
85,adventure,O
86,Maja,O
86,e,O
86,Koretes,O
86,a,O
86,peak,O
86,kissed,O
86,by,O
86,the,O
86,first,O
86,light,O
86,of,O
86,dawn,O
87,Maja,O
87,e,O
87,Elbunit,Mountain
87,where,O
87,the,O
87,sunlight,O
87,paints,O
87,the,O
87,landscape,O
87,in,O
87,gold,O
88,Maja,O
88,e,O
88,Berizhdolit,Mountain
88,a,O
88,summit,O
88,where,O
88,dreams,O
88,touch,O
88,the,O
88,sky,O
89,Popadija,Mountain
89,a,O
89,mountain,O
89,range,O
89,where,O
89,the,O
89,echoes,O
89,of,O
89,laughter,O
89,linger,O
90,Maja,O
90,e,O
90,Surtes,O
90,where,O
90,the,O
90,storms,O
90,sing,O
90,a,O
90,powerful,O
90,symphony,O
91,Maja,O
91,e,O
91,Zorzit,Mountain
91,a,O
91,peak,O
91,that,O
91,watches,O
91,over,O
91,the,O
91,rolling,O
91,hills,O
92,Maja,O
92,e,O
92,Shendenikut,Mountain
92,a,O
92,summit,O
92,that,O
92,cradles,O
92,the,O
92,dreams,O
92,of,O
92,many,O
93,Maja,O
93,e,O
93,Dhivrovinit,Mountain
93,a,O
93,name,O
93,whispered,O
93,by,O
93,the,O
93,winds,O
94,Maja,O
94,Glava,Mountain
94,a,O
94,summit,O
94,that,O
94,glows,O
94,with,O
94,the,O
94,last,O
94,rays,O
94,of,O
94,sunset,O
95,Crn,Mountain
95,Kamen,Mountain
95,a,O
95,mountain,O
95,where,O
95,shadows,O
95,dance,O
95,in,O
95,the,O
95,moonlight,O
96,Mal,Mountain
96,Cajup,O
96,a,O
96,haven,O
96,for,O
96,those,O
96,seeking,O
96,solace,O
96,in,O
96,nature,O
97,Suka,Mountain
97,e,O
97,Bungajes,O
97,where,O
97,the,O
97,fragrance,O
97,of,O
97,wildflowers,O
97,fills,O
97,the,O
97,air,O
98,Mal,Mountain
98,Bofnje,O
98,a,O
98,mountain,O
98,that,O
98,stands,O
98,against,O
98,the,O
98,test,O
98,of,O
98,time,O
99,Grobot,Mountain
99,a,O
99,peak,O
99,where,O
99,the,O
99,echoes,O
99,of,O
99,the,O
99,past,O
99,resonate,O
100,Mali,O
100,i,O
100,Koritnikut,Mountain
100,a,O
100,majestic,O
100,peak,O
100,with,O
100,a,O
100,storied,O
100,history,O
101,Mali,O
101,i,O
101,Zgurit,Mountain
101,where,O
101,the,O
101,rocks,O
101,tell,O
101,tales,O
101,of,O
101,ancient,O
101,times,O
102,Mali,O
102,i,O
102,Zepes,O
102,a,O
102,mountain,O
102,where,O
102,the,O
102,eagles,O
102,soar,O
102,high,O
103,Maja,O
103,e,O
103,Venikes,O
103,a,O
103,summit,O
103,kissed,O
103,by,O
103,the,O
103,first,O
103,light,O
104,Maja,O
104,e,O
104,Valikardhit,Mountain
104,a,O
104,peak,O
104,where,O
104,dreams,O
104,touch,O
104,the,O
104,sky,O
105,Mal,Mountain
105,Valamare,Mountain
105,a,O
105,mountain,O
105,that,O
105,stands,O
105,in,O
105,silent,O
105,grandeur,O
106,Maja,O
106,e,O
106,Terkuzit,O
106,where,O
106,the,O
106,winds,O
106,whisper,O
106,ancient,O
106,melodies,O
107,Mal,Mountain
107,Tomor,Mountain
107,a,O
107,guardian,O
107,overlooking,O
107,the,O
107,valleys,O
107,below,O
108,Mal,Mountain
108,Shtreze,O
108,a,O
108,mountain,O
108,draped,O
108,in,O
108,the,O
108,colors,O
108,of,O
108,sunset,O
109,Maja,O
109,e,O
109,Spikut,Mountain
109,a,O
109,peak,O
109,with,O
109,a,O
109,panoramic,O
109,view,O
109,of,O
109,nature,O
110,Mal,Mountain
110,Shiroke,O
110,where,O
110,the,O
110,snow,O
110,blankets,O
110,the,O
110,rugged,O
110,terrain,O
111,Maja,O
111,e,O
111,Runjes,O
111,a,O
111,summit,O
111,that,O
111,echoes,O
111,with,O
111,the,O
111,call,O
111,of,O
111,nature,O
112,Maja,O
112,e,O
112,Radeshes,O
112,a,O
112,peak,O
112,that,O
112,cradles,O
112,the,O
112,morning,O
112,sun,O
113,Maja,O
113,e,O
113,Guri,Mountain
113,i,O
113,Cukes,O
113,a,O
113,stone,O
113,sentinel,O
113,in,O
113,the,O
113,mountain,O
113,range,O
114,Pllaja,Mountain
114,e,O
114,Pusit,Mountain
114,a,O
114,plateau,O
114,adorned,O
114,with,O
114,wildflowers,O
114,in,O
114,bloom,O
115,Maja,O
115,e,O
115,Mbrezhanit,Mountain
115,a,O
115,regal,O
115,summit,O
115,commanding,O
115,respect,O
116,Maja,O
116,e,O
116,Valit,Mountain
116,where,O
116,the,O
116,valleys,O
116,unfold,O
116,like,O
116,a,O
116,map,O
117,Maja,O
117,e,O
117,Bogdanit,Mountain
117,a,O
117,peak,O
117,where,O
117,legends,O
117,come,O
117,to,O
117,life,O
118,Maja,O
118,e,O
118,Runja,Mountain
118,e,O
118,Lures,O
118,where,O
118,the,O
118,rivers,O
118,dance,O
118,through,O
118,the,O
118,rocks,O
119,Guri,Mountain
119,i,O
119,Kuq,Mountain
119,a,O
119,red,O
119,rock,O
119,formation,O
119,with,O
119,a,O
119,mystical,O
119,aura,O
120,Maja,O
120,e,O
120,Ksula,Mountain
120,e,O
120,Priftit,Mountain
120,a,O
120,summit,O
120,kissed,O
120,by,O
120,the,O
120,morning,O
120,dew,O
121,Kreshove,O
121,a,O
121,mountain,O
121,where,O
121,the,O
121,echoes,O
121,of,O
121,prayers,O
121,linger,O
122,Maja,O
122,e,O
122,Gajrepit,Mountain
122,a,O
122,peak,O
122,that,O
122,stands,O
122,against,O
122,the,O
122,test,O
122,of,O
122,time,O
123,Mali,O
123,i,O
123,Koravit,Mountain
123,where,O
123,the,O
123,ancient,O
123,rocks,O
123,guard,O
123,their,O
123,secrets,O
124,Mali,O
124,i,O
124,Komjanit,Mountain
124,a,O
124,landscape,O
124,painted,O
124,with,O
124,shades,O
124,of,O
124,green,O
125,Maja,O
125,e,O
125,Kaminije,O
125,a,O
125,summit,O
125,touched,O
125,by,O
125,the,O
125,fingers,O
125,of,O
125,dawn,O
126,Mal,Mountain
126,Ivan,Mountain
126,a,O
126,mountain,O
126,with,O
126,a,O
126,name,O
126,echoing,O
126,through,O
126,the,O
126,ages,O
127,Mali,O
127,i,O
127,Grames,O
127,a,O
127,peak,O
127,where,O
127,the,O
127,clouds,O
127,play,O
127,hide,O
127,and,O
127,seek,O
128,Maja,O
128,e,O
128,Sllazhnices,O
128,a,O
128,summit,O
128,that,O
128,whispers,O
128,tales,O
128,of,O
128,the,O
128,past,O
129,Mali,O
129,i,O
129,Gjinovecit,Mountain
129,a,O
129,haven,O
129,for,O
129,those,O
129,seeking,O
129,solitude,O
130,Mali,O
130,i,O
130,Gerckes,O
130,a,O
130,mountain,O
130,that,O
130,cradles,O
130,the,O
130,dreams,O
130,of,O
130,many,O
131,Mal,Mountain
131,Dhembel,O
131,where,O
131,the,O
131,valleys,O
131,echo,O
131,with,O
131,the,O
131,sounds,O
131,of,O
131,nature,O
132,Maja,O
132,e,O
132,Velecikut,O
132,a,O
132,summit,O
132,that,O
132,watches,O
132,over,O
132,the,O
132,rolling,O
132,hills,O
133,Maja,O
133,e,O
133,Sturos,Mountain
133,a,O
133,peak,O
133,where,O
133,the,O
133,stars,O
133,shine,O
133,their,O
133,brightest,O
134,Mal,Mountain
134,Shpirag,Mountain
134,a,O
134,guardian,O
134,of,O
134,the,O
134,lands,O
134,standing,O
134,tall,O
135,Maja,O
135,e,O
135,Shen,Mountain
135,Iliut,Mountain
135,a,O
135,summit,O
135,where,O
135,legends,O
135,find,O
135,their,O
135,roots,O
136,Maja,O
136,e,O
136,Shites,O
136,a,O
136,peak,O
136,where,O
136,the,O
136,markets,O
136,of,O
136,nature,O
136,unfold,O
137,Rrasa,Mountain
137,te,O
137,Gjadrit,Mountain
137,a,O
137,range,O
137,where,O
137,the,O
137,winds,O
137,sing,O
137,a,O
137,soothing,O
137,melody,O
138,Maja,O
138,e,O
138,Rragamit,Mountain
138,a,O
138,summit,O
138,with,O
138,views,O
138,that,O
138,stretch,O
138,to,O
138,infinity,O
139,Maja,O
139,e,O
139,Qorres,Mountain
139,where,O
139,the,O
139,cliffs,O
139,touch,O
139,the,O
139,heavens,O
140,Tinra,Mountain
140,a,O
140,mountain,O
140,with,O
140,a,O
140,name,O
140,that,O
140,resonates,O
140,through,O
140,the,O
140,valleys,O
141,Tizouyadj,O
141,a,O
141,peak,O
141,with,O
141,a,O
141,unique,O
141,charm,O
141,that,O
141,captivates,O
142,Hadedou,Mountain
142,where,O
142,the,O
142,landscape,O
142,tells,O
142,stories,O
142,of,O
142,resilience,O
143,Oul,Mountain
143,a,O
143,mountain,O
143,that,O
143,stands,O
143,in,O
143,silent,O
143,contemplation,O
144,Issou,Mountain
144,a,O
144,peak,O
144,where,O
144,the,O
144,sunlight,O
144,weaves,O
144,tales,O
144,of,O
144,magic,O
145,Djebel,O
145,Tagagra,Mountain
145,a,O
145,majestic,O
145,mountain,O
145,where,O
145,the,O
145,eagles,O
145,soar,O
146,Djebel,O
146,Bou,O
146,Jaber,Mountain
146,a,O
146,guardian,O
146,overlooking,O
146,the,O
146,endless,O
146,sea,O
147,Djebel,O
147,er,O
147,Riouen,Mountain
147,a,O
147,summit,O
147,that,O
147,stands,O
147,against,O
147,the,O
147,test,O
147,of,O
147,time,O
148,Mezzaita,O
148,a,O
148,plateau,O
148,where,O
148,the,O
148,moonlight,O
148,paints,O
148,the,O
148,rocks,O
149,Mezrhitane,O
149,a,O
149,haven,O
149,for,O
149,those,O
149,seeking,O
149,the,O
149,embrace,O
149,of,O
149,nature,O
150,Adrar,Mountain
150,ti-m-Meskris,O
150,a,O
150,desert,O
150,realm,O
150,of,O
150,endless,O
150,sands,O
151,Ras,Mountain
151,Tadjmout,Mountain
151,a,O
151,headland,O
151,where,O
151,waves,O
151,whisper,O
151,ancient,O
151,stories,O
152,Tadjera,Mountain
152,a,O
152,serene,O
152,valley,O
152,nestled,O
152,between,O
152,rugged,O
152,peaks,O
153,Djebel,O
153,Tabaliene,Mountain
153,a,O
153,mountain,O
153,that,O
153,stands,O
153,against,O
153,the,O
153,changing,O
153,sky,O
154,Djebel,O
154,Sidi,Mountain
154,Rerhis,Mountain
154,a,O
154,sacred,O
154,peak,O
154,where,O
154,prayers,O
154,echo,O
155,Koudia,Mountain
155,Sidi,Mountain
155,Feredj,Mountain
155,a,O
155,hillside,O
155,adorned,O
155,with,O
155,wildflowers,O
156,Adrar,Mountain
156,Seggeouer,O
156,where,O
156,the,O
156,sun,O
156,paints,O
156,the,O
156,dunes,O
156,in,O
156,gold,O
157,Garet,Mountain
157,el,O
157,Djenoun,Mountain
157,a,O
157,canyon,O
157,where,O
157,mythical,O
157,spirits,O
157,may,O
157,dwell,O
158,Djebel,O
158,Dir,Mountain
158,a,O
158,mountain,O
158,with,O
158,a,O
158,commanding,O
158,presence,O
159,Djebel,O
159,Cheracher,Mountain
159,a,O
159,peak,O
159,that,O
159,touches,O
159,the,O
159,heavens,O
159,with,O
159,grace,O
160,Djebel,O
160,Chenoua,Mountain
160,a,O
160,mountain,O
160,overlooking,O
160,the,O
160,azure,O
160,sea,O
161,Djebel,O
161,Bou,O
161,Taleb,Mountain
161,where,O
161,the,O
161,winds,O
161,carry,O
161,tales,O
161,of,O
161,the,O
161,past,O
162,Djebel,O
162,Bou,O
162,Keltoum,Mountain
162,a,O
162,peak,O
162,that,O
162,guards,O
162,the,O
162,secrets,O
162,of,O
162,the,O
162,land,O
163,Djebel,O
163,Bou,O
163,Hamza,Mountain
163,where,O
163,the,O
163,moonlight,O
163,weaves,O
163,tales,O
163,of,O
163,magic,O
164,Djebel,O
164,Bouarous,O
164,a,O
164,mountain,O
164,where,O
164,solitude,O
164,finds,O
164,a,O
164,home,O
165,Djebel,O
165,Bou,O
165,Amoud,Mountain
165,a,O
165,summit,O
165,that,O
165,cradles,O
165,the,O
165,dreams,O
165,of,O
165,many,O
166,Djebel,O
166,el,O
166,Rhouaria,Mountain
166,a,O
166,landscape,O
166,etched,O
166,with,O
166,the,O
166,brushstrokes,O
166,of,O
166,time,O
167,Djebel,O
167,Gouraya,Mountain
167,a,O
167,sentinel,O
167,overlooking,O
167,the,O
167,emerald,O
167,coast,O
168,Djebel,O
168,Anfous,Mountain
168,a,O
168,peak,O
168,where,O
168,the,O
168,cliffs,O
168,touch,O
168,the,O
168,sky,O
169,Ed,Mountain
169,Daroua,Mountain
169,a,O
169,valley,O
169,where,O
169,rivers,O
169,sing,O
169,melodies,O
169,of,O
169,joy,O
170,Chebka,Mountain
170,Magra,Mountain
170,a,O
170,magical,O
170,place,O
170,where,O
170,legends,O
170,come,O
170,alive,O
171,Djebel,O
171,Khar,Mountain
171,a,O
171,rugged,O
171,mountain,O
171,challenging,O
171,the,O
171,brave,O
172,Djebel,O
172,el,O
172,Kern,Mountain
172,a,O
172,summit,O
172,where,O
172,the,O
172,eagles,O
172,dance,O
172,on,O
172,thermals,O
173,Djebel,O
173,Ichemoul,Mountain
173,a,O
173,silent,O
173,peak,O
173,standing,O
173,in,O
173,contemplation,O
174,Ti-n-Rada,Mountain
174,a,O
174,highland,O
174,where,O
174,the,O
174,air,O
174,is,O
174,crisp,O
174,and,O
174,clear,O
175,Tifokraouine,O
175,a,O
175,mountain,O
175,adorned,O
175,with,O
175,vibrant,O
175,hues,O
176,Djebel,O
176,Tiriyine,Mountain
176,a,O
176,place,O
176,where,O
176,the,O
176,stars,O
176,shine,O
176,their,O
176,brightest,O
177,Djebel,O
177,Tazaanount,Mountain
177,a,O
177,mountainous,O
177,sanctuary,O
177,for,O
177,the,O
177,soul,O
178,Gara,Mountain
178,ti-n-Bakeke,O
178,a,O
178,gorge,O
178,with,O
178,echoes,O
178,of,O
178,ancient,O
178,tales,O
179,Azao,Mountain
179,a,O
179,name,O
179,whispered,O
179,by,O
179,the,O
179,winds,O
179,in,O
179,the,O
179,canyons,O
180,Garet,Mountain
180,Aoulef,Mountain
180,a,O
180,canyon,O
180,where,O
180,shadows,O
180,play,O
180,hide,O
180,and,O
180,seek,O
181,Djebel,O
181,Amour,Mountain
181,a,O
181,peak,O
181,that,O
181,embodies,O
181,the,O
181,spirit,O
181,of,O
181,love,O
182,Ladjedar,Mountain
182,a,O
182,valley,O
182,where,O
182,the,O
182,rivers,O
182,carve,O
182,paths,O
182,through,O
182,the,O
182,rocks,O
183,I-n-Lalene,Mountain
183,a,O
183,tranquil,O
183,oasis,O
183,where,O
183,palm,O
183,trees,O
183,sway,O
184,Djebel,O
184,Gramia,Mountain
184,a,O
184,mountain,O
184,range,O
184,with,O
184,a,O
184,rich,O
184,biodiversity,O
185,Djebel,O
185,Koursi,Mountain
185,a,O
185,summit,O
185,where,O
185,the,O
185,sun,O
185,bids,O
185,farewell,O
186,Djebel,O
186,es,O
186,Skroun,Mountain
186,a,O
186,peak,O
186,that,O
186,catches,O
186,the,O
186,morning,O
186,light,O
187,Djebel,O
187,el,O
187,Maouguene,Mountain
187,where,O
187,the,O
187,flora,O
187,and,O
187,fauna,O
187,dance,O
188,Hadjar,Mountain
188,Touila,Mountain
188,a,O
188,rocky,O
188,landscape,O
188,that,O
188,tells,O
188,tales,O
188,of,O
188,endurance,O
189,Djebel,O
189,Argoub,Mountain
189,Naggar,Mountain
189,a,O
189,mountain,O
189,that,O
189,stands,O
189,against,O
189,the,O
189,test,O
189,of,O
189,time,O
190,Djebel,O
190,Argoub,Mountain
190,el,O
190,Kriane,Mountain
190,a,O
190,peak,O
190,where,O
190,echoes,O
